id,postcode,SUBZONE_C,PLN_AREA_C,REGION_C
134,268526,BTSZ07,BT,CR
134,267886,BTSZ07,BT,CR
134,278989,BTSZ07,BT,CR
134,268353,BTSZ07,BT,CR
134,267898,BTSZ07,BT,CR
134,278971,BTSZ07,BT,CR
134,278967,BTSZ07,BT,CR
134,269263,BTSZ07,BT,CR
134,267905,BTSZ07,BT,CR
134,268698,BTSZ07,BT,CR
134,278972,BTSZ07,BT,CR
134,268600,BTSZ07,BT,CR
134,268515,BTSZ07,BT,CR
134,278982,BTSZ07,BT,CR
134,278973,BTSZ07,BT,CR
134,278974,BTSZ07,BT,CR
134,278975,BTSZ07,BT,CR
134,278977,BTSZ07,BT,CR
134,268512,BTSZ07,BT,CR
134,269284,BTSZ07,BT,CR
134,267900,BTSZ07,BT,CR
134,278979,BTSZ07,BT,CR
134,268352,BTSZ07,BT,CR
134,268700,BTSZ07,BT,CR
134,269285,BTSZ07,BT,CR
134,268350,BTSZ07,BT,CR
134,268351,BTSZ07,BT,CR
134,267904,BTSZ07,BT,CR
134,268348,BTSZ07,BT,CR
134,269266,BTSZ07,BT,CR
134,268507,BTSZ07,BT,CR
134,268706,BTSZ07,BT,CR
134,267906,BTSZ07,BT,CR
134,269286,BTSZ07,BT,CR
134,268703,BTSZ07,BT,CR
134,268702,BTSZ07,BT,CR
134,269265,BTSZ07,BT,CR
134,267884,BTSZ07,BT,CR
134,268504,BTSZ07,BT,CR
134,268506,BTSZ07,BT,CR
134,269294,BTSZ07,BT,CR
134,269291,BTSZ07,BT,CR
134,267909,BTSZ07,BT,CR
134,269295,BTSZ07,BT,CR
134,267836,BTSZ07,BT,CR
134,269297,BTSZ07,BT,CR
134,267908,BTSZ07,BT,CR
134,267837,BTSZ07,BT,CR
134,269287,BTSZ07,BT,CR
134,269298,BTSZ07,BT,CR
134,269288,BTSZ07,BT,CR
134,267828,BTSZ07,BT,CR
134,268708,BTSZ07,BT,CR
134,267834,BTSZ07,BT,CR
134,267835,BTSZ07,BT,CR
134,269793,BTSZ07,BT,CR
134,267883,BTSZ07,BT,CR
134,269309,BTSZ07,BT,CR
134,278134,BTSZ07,BT,CR
134,267910,BTSZ07,BT,CR
134,278132,BTSZ07,BT,CR
134,278131,BTSZ07,BT,CR
134,267832,BTSZ07,BT,CR
134,278130,BTSZ07,BT,CR
134,278129,BTSZ07,BT,CR
134,278128,BTSZ07,BT,CR
134,278127,BTSZ07,BT,CR
134,269306,BTSZ07,BT,CR
134,278126,BTSZ07,BT,CR
134,267831,BTSZ07,BT,CR
134,278125,BTSZ07,BT,CR
134,267911,BTSZ07,BT,CR
134,269313,BTSZ07,BT,CR
134,269790,BTSZ07,BT,CR
134,267830,BTSZ07,BT,CR
134,278123,BTSZ07,BT,CR
134,278124,BTSZ07,BT,CR
134,267839,BTSZ07,BT,CR
134,267882,BTSZ07,BT,CR
134,269310,BTSZ07,BT,CR
134,269307,BTSZ07,BT,CR
134,278122,BTSZ07,BT,CR
134,278121,BTSZ07,BT,CR
134,276403,BTSZ07,BT,CR
134,276404,BTSZ07,BT,CR
134,269314,BTSZ07,BT,CR
134,278120,BTSZ07,BT,CR
134,278275,BTSZ07,BT,CR
134,278276,BTSZ07,BT,CR
134,276402,BTSZ07,BT,CR
134,278119,BTSZ07,BT,CR
134,278269,BTSZ07,BT,CR
134,267912,BTSZ07,BT,CR
134,276401,BTSZ07,BT,CR
134,269318,BTSZ07,BT,CR
134,278011,BTSZ07,BT,CR
134,278012,BTSZ07,BT,CR
134,278273,BTSZ07,BT,CR
134,278118,BTSZ07,BT,CR
134,278265,BTSZ07,BT,CR
134,267841,BTSZ07,BT,CR
134,276400,BTSZ07,BT,CR
134,278010,BTSZ07,BT,CR
134,278263,BTSZ07,BT,CR
134,278521,BTSZ07,BT,CR
134,278522,BTSZ07,BT,CR
134,269800,BTSZ07,BT,CR
134,278117,BTSZ07,BT,CR
134,276399,BTSZ07,BT,CR
134,278009,BTSZ07,BT,CR
134,278520,BTSZ07,BT,CR
134,278271,BTSZ07,BT,CR
134,278261,BTSZ07,BT,CR
134,278519,BTSZ07,BT,CR
134,278008,BTSZ07,BT,CR
134,276398,BTSZ07,BT,CR
134,267829,BTSZ07,BT,CR
134,269326,BTSZ07,BT,CR
134,278518,BTSZ07,BT,CR
134,269321,BTSZ07,BT,CR
134,278259,BTSZ07,BT,CR
134,276397,BTSZ07,BT,CR
134,278517,BTSZ07,BT,CR
134,278007,BTSZ07,BT,CR
134,278516,BTSZ07,BT,CR
134,278257,BTSZ07,BT,CR
134,269322,BTSZ07,BT,CR
134,278114,BTSZ07,BT,CR
134,278515,BTSZ07,BT,CR
134,278268,BTSZ07,BT,CR
134,278270,BTSZ07,BT,CR
134,278106,BTSZ07,BT,CR
134,278514,BTSZ07,BT,CR
134,278255,BTSZ07,BT,CR
134,278005,BTSZ07,BT,CR
134,278266,BTSZ07,BT,CR
134,269789,BTSZ07,BT,CR
134,269791,BTSZ07,BT,CR
134,267913,BTSZ07,BT,CR
134,278581,BTSZ07,BT,CR
134,269802,BTSZ07,BT,CR
134,276395,BTSZ07,BT,CR
134,276396,BTSZ07,BT,CR
134,269334,BTSZ07,BT,CR
134,269330,BTSZ07,BT,CR
134,269323,BTSZ07,BT,CR
134,278504,BTSZ07,BT,CR
134,278506,BTSZ07,BT,CR
134,267878,BTSZ07,BT,CR
134,278512,BTSZ07,BT,CR
134,278513,BTSZ07,BT,CR
134,278251,BTSZ07,BT,CR
134,276394,BTSZ07,BT,CR
134,267844,BTSZ07,BT,CR
134,278511,BTSZ07,BT,CR
134,278262,BTSZ07,BT,CR
134,278500,BTSZ07,BT,CR
134,278510,BTSZ07,BT,CR
134,276393,BTSZ07,BT,CR
134,278003,BTSZ07,BT,CR
134,278004,BTSZ07,BT,CR
134,269320,BTSZ07,BT,CR
134,278580,BTSZ07,BT,CR
134,278509,BTSZ07,BT,CR
134,269792,BTSZ07,BT,CR
134,278112,BTSZ07,BT,CR
134,278113,BTSZ07,BT,CR
134,278496,BTSZ07,BT,CR
134,269328,BTSZ07,BT,CR
134,276392,BTSZ07,BT,CR
134,278508,BTSZ07,BT,CR
134,278002,BTSZ07,BT,CR
134,267833,BTSZ07,BT,CR
134,278258,BTSZ07,BT,CR
134,269331,BTSZ07,BT,CR
134,278247,BTSZ07,BT,CR
134,278249,BTSZ07,BT,CR
134,278494,BTSZ07,BT,CR
134,278507,BTSZ07,BT,CR
134,269804,BTSZ07,BT,CR
134,276391,BTSZ07,BT,CR
134,278001,BTSZ07,BT,CR
134,267846,BTSZ07,BT,CR
134,278505,BTSZ07,BT,CR
134,278077,BTSZ07,BT,CR
134,269787,BTSZ07,BT,CR
134,269332,BTSZ07,BT,CR
134,278245,BTSZ07,BT,CR
134,278503,BTSZ07,BT,CR
134,276390,BTSZ07,BT,CR
134,278000,BTSZ07,BT,CR
134,269337,BTSZ07,BT,CR
134,278075,BTSZ07,BT,CR
134,278492,BTSZ07,BT,CR
134,278488,BTSZ07,BT,CR
134,278243,BTSZ07,BT,CR
134,278579,BTSZ07,BT,CR
134,278100,BTSZ07,BT,CR
134,267914,BTSZ07,BT,CR
134,277999,BTSZ07,BT,CR
134,278110,BTSZ07,BT,CR
134,278111,BTSZ07,BT,CR
134,276388,BTSZ07,BT,CR
134,278073,BTSZ07,BT,CR
134,278484,BTSZ07,BT,CR
134,267843,BTSZ07,BT,CR
134,278254,BTSZ07,BT,CR
134,277998,BTSZ07,BT,CR
134,269806,BTSZ07,BT,CR
134,278578,BTSZ07,BT,CR
134,278239,BTSZ07,BT,CR
134,278104,BTSZ07,BT,CR
134,278482,BTSZ07,BT,CR
134,278070,BTSZ07,BT,CR
134,278480,BTSZ07,BT,CR
134,277997,BTSZ07,BT,CR
134,278497,BTSZ07,BT,CR
134,278499,BTSZ07,BT,CR
134,278250,BTSZ07,BT,CR
134,278495,BTSZ07,BT,CR
134,276385,BTSZ07,BT,CR
134,276386,BTSZ07,BT,CR
134,278478,BTSZ07,BT,CR
134,278479,BTSZ07,BT,CR
134,269834,BTSZ07,BT,CR
134,278493,BTSZ07,BT,CR
134,278235,BTSZ07,BT,CR
134,276384,BTSZ07,BT,CR
134,278066,BTSZ07,BT,CR
134,278068,BTSZ07,BT,CR
134,269786,BTSZ07,BT,CR
134,278246,BTSZ07,BT,CR
134,278108,BTSZ07,BT,CR
134,278109,BTSZ07,BT,CR
134,278491,BTSZ07,BT,CR
134,267845,BTSZ07,BT,CR
134,278071,BTSZ07,BT,CR
134,278072,BTSZ07,BT,CR
134,277995,BTSZ07,BT,CR
134,277996,BTSZ07,BT,CR
134,278064,BTSZ07,BT,CR
134,276383,BTSZ07,BT,CR
134,278489,BTSZ07,BT,CR
134,269809,BTSZ07,BT,CR
134,278063,BTSZ07,BT,CR
134,278102,BTSZ07,BT,CR
134,278476,BTSZ07,BT,CR
134,278477,BTSZ07,BT,CR
134,278487,BTSZ07,BT,CR
134,276382,BTSZ07,BT,CR
134,278067,BTSZ07,BT,CR
134,277994,BTSZ07,BT,CR
134,278577,BTSZ07,BT,CR
134,278231,BTSZ07,BT,CR
134,278233,BTSZ07,BT,CR
134,278242,BTSZ07,BT,CR
134,278485,BTSZ07,BT,CR
134,278474,BTSZ07,BT,CR
134,276381,BTSZ07,BT,CR
134,278059,BTSZ07,BT,CR
134,278065,BTSZ07,BT,CR
134,278472,BTSZ07,BT,CR
134,278079,BTSZ07,BT,CR
134,278229,BTSZ07,BT,CR
134,278483,BTSZ07,BT,CR
134,267892,BTSZ07,BT,CR
134,269795,BTSZ07,BT,CR
134,278057,BTSZ07,BT,CR
134,267847,BTSZ07,BT,CR
134,277992,BTSZ07,BT,CR
134,276380,BTSZ07,BT,CR
134,278227,BTSZ07,BT,CR
134,278238,BTSZ07,BT,CR
134,278062,BTSZ07,BT,CR
134,278470,BTSZ07,BT,CR
134,277991,BTSZ07,BT,CR
134,278107,BTSZ07,BT,CR
134,278060,BTSZ07,BT,CR
134,278468,BTSZ07,BT,CR
134,269906,BTSZ07,BT,CR
134,276379,BTSZ07,BT,CR
134,278236,BTSZ07,BT,CR
134,278184,BTSZ07,BT,CR
134,278225,BTSZ07,BT,CR
134,278182,BTSZ07,BT,CR
134,267849,BTSZ07,BT,CR
134,277989,BTSZ07,BT,CR
134,278053,BTSZ07,BT,CR
134,278055,BTSZ07,BT,CR
134,278223,BTSZ07,BT,CR
134,278464,BTSZ07,BT,CR
134,278056,BTSZ07,BT,CR
134,278058,BTSZ07,BT,CR
134,267850,BTSZ07,BT,CR
134,278051,BTSZ07,BT,CR
134,269797,BTSZ07,BT,CR
134,278180,BTSZ07,BT,CR
134,278221,BTSZ07,BT,CR
134,277986,BTSZ07,BT,CR
134,277988,BTSZ07,BT,CR
134,278232,BTSZ07,BT,CR
134,278234,BTSZ07,BT,CR
134,278179,BTSZ07,BT,CR
134,276377,BTSZ07,BT,CR
134,276378,BTSZ07,BT,CR
134,278219,BTSZ07,BT,CR
134,278052,BTSZ07,BT,CR
134,278101,BTSZ07,BT,CR
134,278103,BTSZ07,BT,CR
134,278047,BTSZ07,BT,CR
134,278178,BTSZ07,BT,CR
134,277982,BTSZ07,BT,CR
134,277984,BTSZ07,BT,CR
134,278217,BTSZ07,BT,CR
134,276376,BTSZ07,BT,CR
134,278230,BTSZ07,BT,CR
134,278177,BTSZ07,BT,CR
134,278574,BTSZ07,BT,CR
134,278460,BTSZ07,BT,CR
134,278462,BTSZ07,BT,CR
134,278215,BTSZ07,BT,CR
134,278228,BTSZ07,BT,CR
134,277979,BTSZ07,BT,CR
134,277980,BTSZ07,BT,CR
134,276375,BTSZ07,BT,CR
134,278048,BTSZ07,BT,CR
134,278043,BTSZ07,BT,CR
134,269347,BTSZ07,BT,CR
134,278173,BTSZ07,BT,CR
134,278175,BTSZ07,BT,CR
134,267851,BTSZ07,BT,CR
134,276374,BTSZ07,BT,CR
134,278458,BTSZ07,BT,CR
134,277977,BTSZ07,BT,CR
134,269868,BTSZ07,BT,CR
134,278226,BTSZ07,BT,CR
134,267725,BTSZ07,BT,CR
134,278046,BTSZ07,BT,CR
134,278456,BTSZ07,BT,CR
134,278174,BTSZ07,BT,CR
134,278176,BTSZ07,BT,CR
134,278211,BTSZ07,BT,CR
134,278213,BTSZ07,BT,CR
134,278573,BTSZ07,BT,CR
134,278044,BTSZ07,BT,CR
134,278224,BTSZ07,BT,CR
134,276373,BTSZ07,BT,CR
134,278169,BTSZ07,BT,CR
134,278209,BTSZ07,BT,CR
134,278098,BTSZ07,BT,CR
134,278099,BTSZ07,BT,CR
134,277975,BTSZ07,BT,CR
134,278172,BTSZ07,BT,CR
134,278207,BTSZ07,BT,CR
134,276372,BTSZ07,BT,CR
134,278454,BTSZ07,BT,CR
134,278222,BTSZ07,BT,CR
134,278039,BTSZ07,BT,CR
134,278041,BTSZ07,BT,CR
134,278167,BTSZ07,BT,CR
134,278220,BTSZ07,BT,CR
134,278170,BTSZ07,BT,CR
134,278278,BTSZ07,BT,CR
134,278165,BTSZ07,BT,CR
134,269349,BTSZ07,BT,CR
134,278040,BTSZ07,BT,CR
134,278452,BTSZ07,BT,CR
134,269812,BTSZ07,BT,CR
134,276370,BTSZ07,BT,CR
134,269867,BTSZ07,BT,CR
134,278037,BTSZ07,BT,CR
134,278168,BTSZ07,BT,CR
134,278204,BTSZ07,BT,CR
134,278216,BTSZ07,BT,CR
134,269831,BTSZ07,BT,CR
134,276369,BTSZ07,BT,CR
134,276371,BTSZ07,BT,CR
134,278450,BTSZ07,BT,CR
134,278166,BTSZ07,BT,CR
134,278202,BTSZ07,BT,CR
134,278034,BTSZ07,BT,CR
134,278572,BTSZ07,BT,CR
134,278448,BTSZ07,BT,CR
134,278200,BTSZ07,BT,CR
134,278161,BTSZ07,BT,CR
134,278163,BTSZ07,BT,CR
134,278164,BTSZ07,BT,CR
134,278212,BTSZ07,BT,CR
134,278214,BTSZ07,BT,CR
134,278096,BTSZ07,BT,CR
134,278097,BTSZ07,BT,CR
134,278032,BTSZ07,BT,CR
134,276366,BTSZ07,BT,CR
134,276368,BTSZ07,BT,CR
134,278198,BTSZ07,BT,CR
134,276367,BTSZ07,BT,CR
134,278036,BTSZ07,BT,CR
134,278038,BTSZ07,BT,CR
134,278162,BTSZ07,BT,CR
134,269852,BTSZ07,BT,CR
134,267723,BTSZ07,BT,CR
134,276365,BTSZ07,BT,CR
134,278446,BTSZ07,BT,CR
134,276364,BTSZ07,BT,CR
134,269352,BTSZ07,BT,CR
134,278030,BTSZ07,BT,CR
134,269813,BTSZ07,BT,CR
134,278208,BTSZ07,BT,CR
134,278210,BTSZ07,BT,CR
134,278159,BTSZ07,BT,CR
134,278158,BTSZ07,BT,CR
134,278444,BTSZ07,BT,CR
134,269870,BTSZ07,BT,CR
134,276362,BTSZ07,BT,CR
134,278035,BTSZ07,BT,CR
134,278029,BTSZ07,BT,CR
134,276363,BTSZ07,BT,CR
134,276360,BTSZ07,BT,CR
134,278205,BTSZ07,BT,CR
134,278277,BTSZ07,BT,CR
134,278571,BTSZ07,BT,CR
134,278033,BTSZ07,BT,CR
134,276361,BTSZ07,BT,CR
134,276358,BTSZ07,BT,CR
134,278027,BTSZ07,BT,CR
134,269801,BTSZ07,BT,CR
134,278154,BTSZ07,BT,CR
134,278157,BTSZ07,BT,CR
134,278160,BTSZ07,BT,CR
134,278201,BTSZ07,BT,CR
134,278203,BTSZ07,BT,CR
134,269814,BTSZ07,BT,CR
134,278031,BTSZ07,BT,CR
134,278094,BTSZ07,BT,CR
134,278095,BTSZ07,BT,CR
134,278025,BTSZ07,BT,CR
134,278419,BTSZ07,BT,CR
134,278417,BTSZ07,BT,CR
134,278155,BTSZ07,BT,CR
134,269353,BTSZ07,BT,CR
134,278078,BTSZ07,BT,CR
134,276354,BTSZ07,BT,CR
134,276356,BTSZ07,BT,CR
134,278197,BTSZ07,BT,CR
134,278199,BTSZ07,BT,CR
134,278150,BTSZ07,BT,CR
134,278421,BTSZ07,BT,CR
134,269356,BTSZ07,BT,CR
134,269355,BTSZ07,BT,CR
134,276352,BTSZ07,BT,CR
134,267852,BTSZ07,BT,CR
134,278153,BTSZ07,BT,CR
134,278423,BTSZ07,BT,CR
134,278471,BTSZ07,BT,CR
134,278473,BTSZ07,BT,CR
134,267724,BTSZ07,BT,CR
134,269866,BTSZ07,BT,CR
134,276350,BTSZ07,BT,CR
134,278028,BTSZ07,BT,CR
134,278425,BTSZ07,BT,CR
134,278148,BTSZ07,BT,CR
134,276349,BTSZ07,BT,CR
134,278026,BTSZ07,BT,CR
134,278426,BTSZ07,BT,CR
134,278570,BTSZ07,BT,CR
134,269811,BTSZ07,BT,CR
134,278467,BTSZ07,BT,CR
134,276347,BTSZ07,BT,CR
134,278428,BTSZ07,BT,CR
134,278149,BTSZ07,BT,CR
134,276345,BTSZ07,BT,CR
134,278430,BTSZ07,BT,CR
134,269816,BTSZ07,BT,CR
134,278463,BTSZ07,BT,CR
134,278465,BTSZ07,BT,CR
134,278569,BTSZ07,BT,CR
134,276343,BTSZ07,BT,CR
134,278432,BTSZ07,BT,CR
134,278147,BTSZ07,BT,CR
134,269803,BTSZ07,BT,CR
134,276341,BTSZ07,BT,CR
134,267854,BTSZ07,BT,CR
134,278434,BTSZ07,BT,CR
134,278459,BTSZ07,BT,CR
134,278461,BTSZ07,BT,CR
134,276338,BTSZ07,BT,CR
134,278440,BTSZ07,BT,CR
134,278442,BTSZ07,BT,CR
134,269896,BTSZ07,BT,CR
134,278438,BTSZ07,BT,CR
134,269891,BTSZ07,BT,CR
134,278457,BTSZ07,BT,CR
134,278418,BTSZ07,BT,CR
134,278436,BTSZ07,BT,CR
134,278416,BTSZ07,BT,CR
134,269874,BTSZ07,BT,CR
134,269894,BTSZ07,BT,CR
134,278453,BTSZ07,BT,CR
134,276353,BTSZ07,BT,CR
134,278090,BTSZ07,BT,CR
134,278091,BTSZ07,BT,CR
134,269829,BTSZ07,BT,CR
134,269902,BTSZ07,BT,CR
134,278445,BTSZ07,BT,CR
134,278455,BTSZ07,BT,CR
134,276346,BTSZ07,BT,CR
134,276357,BTSZ07,BT,CR
134,269864,BTSZ07,BT,CR
134,278441,BTSZ07,BT,CR
134,278443,BTSZ07,BT,CR
134,269903,BTSZ07,BT,CR
134,278451,BTSZ07,BT,CR
134,278437,BTSZ07,BT,CR
134,278439,BTSZ07,BT,CR
134,276355,BTSZ07,BT,CR
134,276351,BTSZ07,BT,CR
134,269360,BTSZ07,BT,CR
134,278433,BTSZ07,BT,CR
134,276342,BTSZ07,BT,CR
134,278431,BTSZ07,BT,CR
134,276348,BTSZ07,BT,CR
134,276344,BTSZ07,BT,CR
134,269873,BTSZ07,BT,CR
134,276340,BTSZ07,BT,CR
134,269807,BTSZ07,BT,CR
134,269818,BTSZ07,BT,CR
134,276337,BTSZ07,BT,CR
134,269875,BTSZ07,BT,CR
134,269854,BTSZ07,BT,CR
134,269361,BTSZ07,BT,CR
134,269824,BTSZ07,BT,CR
134,269877,BTSZ07,BT,CR
134,269367,BTSZ07,BT,CR
134,269368,BTSZ07,BT,CR
134,269650,BTSZ07,BT,CR
134,269362,BTSZ07,BT,CR
134,269370,BTSZ07,BT,CR
134,269364,BTSZ07,BT,CR
134,269363,BTSZ07,BT,CR
134,269880,BTSZ07,BT,CR
134,269897,BTSZ07,BT,CR
134,278736,BTSZ07,BT,CR
134,269373,BTSZ07,BT,CR
134,269635,BTSZ07,BT,CR
134,269372,BTSZ07,BT,CR
134,266709,BTSZ07,BT,CR
134,269376,BTSZ07,BT,CR
134,269642,BTSZ07,BT,CR
134,269835,BTSZ07,BT,CR
134,269654,BTSZ07,BT,CR
134,269375,BTSZ07,BT,CR
134,269893,BTSZ07,BT,CR
134,269637,BTSZ07,BT,CR
134,269645,BTSZ07,BT,CR
134,269644,BTSZ07,BT,CR
134,269639,BTSZ07,BT,CR
134,269381,BTSZ07,BT,CR
134,269382,BTSZ07,BT,CR
134,269895,BTSZ07,BT,CR
134,269379,BTSZ07,BT,CR
134,269380,BTSZ07,BT,CR
134,278737,BTSZ07,BT,CR
134,266702,BTSZ07,BT,CR
134,266700,BTSZ07,BT,CR
134,269384,BTSZ07,BT,CR
134,269383,BTSZ07,BT,CR
134,269888,BTSZ07,BT,CR
134,269886,BTSZ07,BT,CR
134,266696,BTSZ07,BT,CR
134,278739,BTSZ07,BT,CR
134,269385,BTSZ07,BT,CR
134,266707,BTSZ07,BT,CR
134,278735,BTSZ07,BT,CR
134,269890,BTSZ07,BT,CR
134,266703,BTSZ07,BT,CR
134,269887,BTSZ07,BT,CR
134,266692,BTSZ07,BT,CR
134,266694,BTSZ07,BT,CR
134,266704,BTSZ07,BT,CR
134,267859,BTSZ07,BT,CR
134,266705,BTSZ07,BT,CR
134,269653,BTSZ07,BT,CR
134,278733,BTSZ07,BT,CR
134,269531,BTSZ07,BT,CR
134,269676,BTSZ07,BT,CR
134,266524,BTSZ07,BT,CR
134,266525,BTSZ07,BT,CR
134,266523,BTSZ07,BT,CR
134,278740,BTSZ07,BT,CR
134,269664,BTSZ07,BT,CR
134,269673,BTSZ07,BT,CR
134,269661,BTSZ07,BT,CR
134,266528,BTSZ07,BT,CR
134,278541,BTSZ07,BT,CR
134,266693,BTSZ07,BT,CR
134,269659,BTSZ07,BT,CR
134,266553,BTSZ07,BT,CR
134,269671,BTSZ07,BT,CR
134,278539,BTSZ07,BT,CR
134,278741,BTSZ07,BT,CR
134,266521,BTSZ07,BT,CR
134,278732,BTSZ07,BT,CR
134,278731,BTSZ07,BT,CR
134,266513,BTSZ07,BT,CR
134,278537,BTSZ07,BT,CR
134,278738,BTSZ07,BT,CR
134,266515,BTSZ07,BT,CR
134,278536,BTSZ07,BT,CR
134,266549,BTSZ07,BT,CR
134,266556,BTSZ07,BT,CR
134,278742,BTSZ07,BT,CR
134,249502,BTSZ07,BT,CR
134,266510,BTSZ07,BT,CR
134,266550,BTSZ07,BT,CR
134,266555,BTSZ07,BT,CR
134,269518,BTSZ07,BT,CR
134,266502,BTSZ07,BT,CR
134,266496,BTSZ07,BT,CR
134,266507,BTSZ07,BT,CR
134,266548,BTSZ07,BT,CR
134,266500,BTSZ07,BT,CR
134,266498,BTSZ07,BT,CR
134,266494,BTSZ07,BT,CR
134,267956,BTSZ07,BT,CR
134,267957,BTSZ07,BT,CR
134,266497,BTSZ07,BT,CR
134,269491,BTSZ07,BT,CR
134,269489,BTSZ07,BT,CR
134,266501,BTSZ07,BT,CR
134,267958,BTSZ07,BT,CR
134,267959,BTSZ07,BT,CR
134,269496,BTSZ07,BT,CR
134,269508,BTSZ07,BT,CR
134,269485,BTSZ07,BT,CR
134,269487,BTSZ07,BT,CR
134,267964,BTSZ07,BT,CR
134,269499,BTSZ07,BT,CR
134,269502,BTSZ07,BT,CR
134,267966,BTSZ07,BT,CR
134,269477,BTSZ07,BT,CR
134,269479,BTSZ07,BT,CR
134,267963,BTSZ07,BT,CR
134,267970,BTSZ07,BT,CR
134,269483,BTSZ07,BT,CR
134,269473,BTSZ07,BT,CR
134,269475,BTSZ07,BT,CR
134,269466,BTSZ07,BT,CR
134,267965,BTSZ07,BT,CR
134,269471,BTSZ07,BT,CR
134,267972,BTSZ07,BT,CR
134,267969,BTSZ07,BT,CR
134,267968,BTSZ07,BT,CR
134,267974,BTSZ07,BT,CR
134,269469,BTSZ07,BT,CR
134,267998,BTSZ07,BT,CR
134,267967,BTSZ07,BT,CR
134,267976,BTSZ07,BT,CR
134,267973,BTSZ07,BT,CR
134,267981,BTSZ07,BT,CR
134,267982,BTSZ07,BT,CR
134,269464,BTSZ07,BT,CR
134,267983,BTSZ07,BT,CR
134,267990,BTSZ07,BT,CR
134,267991,BTSZ07,BT,CR
134,267989,BTSZ07,BT,CR
134,267988,BTSZ07,BT,CR
134,269024,BTSZ07,BT,CR
134,267992,BTSZ07,BT,CR
134,267987,BTSZ07,BT,CR
134,267997,BTSZ07,BT,CR
134,267996,BTSZ07,BT,CR
134,267993,BTSZ07,BT,CR
134,267995,BTSZ07,BT,CR
134,278618,BTSZ07,BT,CR
134,276666,BTSZ07,BT,CR
134,276647,BTSZ07,BT,CR
134,276639,BTSZ07,BT,CR
134,278613,BTSZ07,BT,CR
134,278611,BTSZ07,BT,CR
134,276635,BTSZ07,BT,CR
134,276662,BTSZ07,BT,CR
134,276663,BTSZ07,BT,CR
134,276628,BTSZ07,BT,CR
134,276660,BTSZ07,BT,CR
134,278609,BTSZ07,BT,CR
134,266802,BTSZ07,BT,CR
134,276656,BTSZ07,BT,CR
134,276625,BTSZ07,BT,CR
134,276658,BTSZ07,BT,CR
134,266857,BTSZ07,BT,CR
134,276622,BTSZ07,BT,CR
134,276652,BTSZ07,BT,CR
134,276654,BTSZ07,BT,CR
134,276620,BTSZ07,BT,CR
134,278608,BTSZ07,BT,CR
134,276648,BTSZ07,BT,CR
134,276650,BTSZ07,BT,CR
134,266859,BTSZ07,BT,CR
134,266858,BTSZ07,BT,CR
134,276640,BTSZ07,BT,CR
134,266860,BTSZ07,BT,CR
134,276636,BTSZ07,BT,CR
134,276638,BTSZ07,BT,CR
134,276632,BTSZ07,BT,CR
134,276634,BTSZ07,BT,CR
134,276594,BTSZ07,BT,CR
134,276600,BTSZ07,BT,CR
134,278607,BTSZ07,BT,CR
134,266801,BTSZ07,BT,CR
134,278605,BTSZ07,BT,CR
134,276630,BTSZ07,BT,CR
134,266800,BTSZ07,BT,CR
134,266861,BTSZ07,BT,CR
134,266813,BTSZ07,BT,CR
134,266882,BTSZ07,BT,CR
134,266814,BTSZ07,BT,CR
134,266870,BTSZ07,BT,CR
134,266815,BTSZ07,BT,CR
134,278603,BTSZ07,BT,CR
134,276617,BTSZ07,BT,CR
134,266816,BTSZ07,BT,CR
134,266875,BTSZ07,BT,CR
134,266828,BTSZ07,BT,CR
134,276615,BTSZ07,BT,CR
134,266795,BTSZ07,BT,CR
134,266805,BTSZ07,BT,CR
134,276595,BTSZ07,BT,CR
134,276593,BTSZ07,BT,CR
134,266811,BTSZ07,BT,CR
134,266880,BTSZ07,BT,CR
134,276589,BTSZ07,BT,CR
134,276611,BTSZ07,BT,CR
134,266817,BTSZ07,BT,CR
134,276599,BTSZ07,BT,CR
134,276585,BTSZ07,BT,CR
134,269237,BTSZ07,BT,CR
134,269238,BTSZ07,BT,CR
134,268432,BTSZ07,BT,CR
134,276605,BTSZ07,BT,CR
134,266818,BTSZ07,BT,CR
134,266819,BTSZ07,BT,CR
134,268430,BTSZ07,BT,CR
134,276583,BTSZ07,BT,CR
134,268438,BTSZ07,BT,CR
134,268436,BTSZ07,BT,CR
134,269239,BTSZ07,BT,CR
134,268442,BTSZ07,BT,CR
134,268424,BTSZ07,BT,CR
134,268426,BTSZ07,BT,CR
134,268455,BTSZ07,BT,CR
134,268446,BTSZ07,BT,CR
134,268448,BTSZ07,BT,CR
134,268451,BTSZ07,BT,CR
134,268450,BTSZ07,BT,CR
134,266820,BTSZ07,BT,CR
134,267009,BTSZ07,BT,CR
134,268449,BTSZ07,BT,CR
134,266839,BTSZ07,BT,CR
134,268458,BTSZ07,BT,CR
134,266849,BTSZ07,BT,CR
134,266823,BTSZ07,BT,CR
134,266821,BTSZ07,BT,CR
134,267011,BTSZ07,BT,CR
134,267008,BTSZ07,BT,CR
134,268417,BTSZ07,BT,CR
134,268413,BTSZ07,BT,CR
134,268415,BTSZ07,BT,CR
134,268409,BTSZ07,BT,CR
134,268411,BTSZ07,BT,CR
134,266831,BTSZ07,BT,CR
134,268427,BTSZ07,BT,CR
134,268433,BTSZ07,BT,CR
134,268431,BTSZ07,BT,CR
134,268437,BTSZ07,BT,CR
134,268435,BTSZ07,BT,CR
134,268441,BTSZ07,BT,CR
